glpK_L228V__mmpL5_Y300!,mmpL5_A273G__Rv3249c_V83M,mmpL5_P445L,mmpL5_Y586!,Rv0678_L83P,Rv0678_R90C,Rv0678_L117R,Rv0678_274_indel,Rv1979c_247_indel,Rv1979c_R409Q,Rv3249c_A17A,LINEAGE,SITEID,UNIQUEID,PLATEDESIGN,LOG2MIC,UPLOG2MIC,cluster12,cluster25,cluster50,cluster100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_1470.lab.06MIL2749.iso.1,UKMYC6,-8.059999999999999,-5.06,2932,2932,2932,1126
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.DR-194.lab.IML-01142.iso.1,UKMYC6,-5.06,-4.06,25,148,358,1177
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,20,site.20.subj.SA00786891.lab.YA00133035.iso.1,UKMYC6,-4.06,-3.06,202,1768,53,152
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB31025.lab.1910.iso.1,UKMYC5,-3.06,-2.0,4449,2224,2224,2224
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2439.lab.FN-01402-16.iso.1,UKMYC6,-8.059999999999999,-5.06,578,115,793,563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.1046.lab.2013185119.iso.1,UKMYC5,-8.059999999999999,-4.06,8032,608,1218,1218
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10,site.10.subj.YA00053731.lab.YA00053731.iso.1,UKMYC5,-3.06,-2.0,1297,543,474,816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.01515.lab.728358.iso.1,UKMYC5,-8.059999999999999,-4.06,2536,198,690,212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PSRO-0911.lab.SRO-692.iso.1,UKMYC5,-8.059999999999999,-4.06,6881,6881,6881,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0334.lab.CO-08370-18.iso.1,UKMYC6,-5.06,-4.06,2661,2662,2662,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PSLM-0830.lab.SLM-094.iso.1,UKMYC5,-8.059999999999999,-4.06,495,3973,168,748
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,20,site.20.subj.SA00552517.lab.YA00133008.iso.1,UKMYC6,-3.06,-2.0,9014,201,807,479
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.10746.lab.IML-00786.iso.1,UKMYC6,-5.06,-4.06,6839,6839,6839,3419
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0103.lab.22A056.iso.1,UKMYC5,-3.06,-2.0,10414,93,763,382
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,site.06.subj.06TB_0399.lab.06MIL0990.iso.1,UKMYC6,-3.06,-2.0,9248,962,44,611
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.KGZ-5607-2018.lab.5607-2018.iso.1,UKMYC6,-5.06,-4.06,7506,7506,44,611
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,site.03.subj.BOR-2880-17.lab.IML-00657.iso.1,UKMYC6,-5.06,-4.06,7659,7659,3829,3829
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2321.lab.FN-01077-18.iso.1,UKMYC6,-8.059999999999999,-5.06,1314,1986,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0210.lab.2013221151.iso.1,UKMYC5,-4.06,-3.06,8235,8235,4117,4117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00779.lab.704350.iso.1,UKMYC5,-8.059999999999999,-4.06,421,3379,3379,844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0602.lab.LS-09792-18.iso.1,UKMYC6,-8.059999999999999,-5.06,1330,859,476,476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00463.lab.705124.iso.1,UKMYC5,-4.06,-3.06,9025,4512,4512,4512
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0106.lab.CO-07381-18.iso.1,UKMYC6,-8.059999999999999,-5.06,368,1478,2958,764
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,site.04.subj.00846.lab.709555.iso.1,UKMYC5,-8.059999999999999,-4.06,5969,5969,5969,2984
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.PMK-1052.lab.MK-2396.iso.1,UKMYC5,-8.059999999999999,-4.06,2212,57,499,211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0089.lab.22A041.iso.1,UKMYC5,-4.06,-3.06,7917,7917,3958,3958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.01385.lab.726067.iso.1,UKMYC5,-8.059999999999999,-4.06,5734,5734,5734,796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-82630040.lab.82630040.iso.1,UKMYC6,-5.06,-4.06,9298,314,629,629
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.GB-94340127.lab.IML-01923.iso.1,UKMYC6,-5.06,-4.06,6416,6416,6416,291
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-94210026.lab.IML-01921.iso.1,UKMYC6,-8.059999999999999,-5.06,10203,5101,5101,109
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00344.lab.704884.iso.1,UKMYC5,-4.06,-3.06,10928,538,1738,4806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,site.06.subj.06TB_1443.lab.06MIL2722.iso.1,UKMYC6,-3.06,-2.0,10575,5287,5287,2643
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00076256.lab.YA00076256.iso.1,UKMYC6,-5.06,-4.06,3483,3483,3483,831
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.01074.lab.725258.iso.1,UKMYC5,-8.059999999999999,-4.06,7464,7464,830,103
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-93240013.lab.IML-01959.iso.1,UKMYC6,-5.06,-4.06,6855,6855,6855,3427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00126296.lab.YA00126296.iso.1,UKMYC6,-5.06,-4.06,745,1491,2983,1492
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0073.lab.22A025.iso.1,UKMYC5,-4.06,-3.06,8173,8173,4086,4086
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.3295.lab.3295.iso.1,UKMYC6,-5.06,-4.06,1453,5818,5818,258
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.LS-0834.lab.LS-10415-18.iso.1,UKMYC6,-5.06,-4.06,10832,18,847,101
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00023535.lab.YA00023535.iso.1,UKMYC5,-3.06,-2.0,744,744,2982,37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0421.lab.TAN-744.iso.1,UKMYC5,-8.059999999999999,-4.06,2137,837,497,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00162245.lab.YA00162245.iso.1,UKMYC6,-4.06,-3.06,1510,1510,3022,203
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.05TB13006.lab.24042.iso.1,UKMYC5,-8.059999999999999,-4.06,1381,1381,2763,1381
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.SSM_0127-R.lab.06MIL0054.iso.1,UKMYC5,-8.059999999999999,-4.06,10856,5428,5428,1356
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMK-0939.lab.MK-0501.iso.1,UKMYC5,-8.059999999999999,-4.06,2397,897,853,978
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMFR-0676.lab.MFR-054.iso.1,UKMYC5,-8.059999999999999,-4.06,10521,152,1496,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00262.lab.T-4095.iso.1,UKMYC5,-4.06,-3.06,8356,8356,1531,765
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0331.lab.2015235162.iso.1,UKMYC5,-8.059999999999999,-4.06,9159,4579,4579,4579
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00089270.lab.YA00089270.iso.1,UKMYC5,-4.06,-3.06,940,1882,199,337
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-3096.lab.CR-01657-16.iso.1,UKMYC6,-8.059999999999999,-5.06,2161,454,222,1061
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0042.lab.TAN-128.iso.1,UKMYC5,-8.059999999999999,-4.06,4808,600,187,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.CA-1098.lab.CO-15852-18.iso.1,UKMYC6,-4.06,-3.06,326,463,1312,1200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.24TB00-034.lab.2305.iso.1,UKMYC6,-8.059999999999999,-5.06,4028,4028,278,1117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.MHL_0222-14.lab.06MIL0359.iso.1,UKMYC5,-4.06,-3.06,7415,7415,3707,3707
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00271.lab.T-4086.iso.1,UKMYC5,-4.06,-3.06,10171,3665,457,2142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0200.lab.CO-09078-18.iso.1,UKMYC6,-5.06,-4.06,396,793,1208,2418
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00089942.lab.YA00089942.iso.1,UKMYC5,-8.059999999999999,-4.06,1842,1842,1842,1842
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.BOR-3144-17.lab.IML-00764.iso.1,UKMYC6,-5.06,-4.06,476,3818,44,611
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0579.lab.MOP-123.iso.1,UKMYC5,-8.059999999999999,-4.06,1415,1415,1415,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.01569.lab.730210.iso.1,UKMYC5,-8.059999999999999,-4.06,10624,354,196,316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,site.10.subj.YA00042340.lab.YA00042340.iso.1,UKMYC5,-8.059999999999999,-4.06,2007,4015,811,128
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.MHL_0239-14.lab.06MIL0434.iso.1,UKMYC5,-8.059999999999999,-4.06,1152,308,1236,361
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.DR-270.lab.IML-01181.iso.1,UKMYC6,-5.06,-4.06,14,132,358,1177
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.1007.lab.2013182024.iso.1,UKMYC5,-8.059999999999999,-4.06,10095,5047,5047,2523
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB2270.lab.25890.iso.1,UKMYC5,-8.059999999999999,-4.06,4501,435,380,560
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.10208.lab.IML-01017.iso.1,UKMYC6,-8.059999999999999,-5.06,1112,946,818,611
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB0296.lab.17696.iso.1,UKMYC6,-4.06,-3.06,222,370,675,1351
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.IML-00001.lab.T129.iso.1,UKMYC6,-5.06,-4.06,130,408,299,263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0409.lab.235063-14.iso.1,UKMYC5,-4.06,-3.06,7905,7905,170,341
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,site.20.subj.SA00657413.lab.YA00133021.iso.1,UKMYC6,-8.059999999999999,-5.06,1534,1534,3069,619
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00125815.lab.YA00125815.iso.1,UKMYC6,-4.06,-3.06,1652,1652,197,1051
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2180.lab.FN-00722-16.iso.1,UKMYC6,-8.059999999999999,-5.06,8792,8792,359,80
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.24TB-044.lab.2129.iso.1,UKMYC5,-8.059999999999999,-4.06,3218,159,221,890
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,site.04.subj.01075.lab.719392.iso.1,UKMYC5,-8.059999999999999,-4.06,8293,8293,4146,4146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.24TB00-016.lab.2296.iso.1,UKMYC6,-8.059999999999999,-5.06,363,938,7,1148
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0411.lab.235087-14.iso.1,UKMYC5,-4.06,-3.06,5581,5581,5581,2790
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB32009.lab.2031.iso.1,UKMYC6,-8.059999999999999,-5.06,1635,1635,1635,1635
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.DS-8.lab.IML-01215.iso.1,UKMYC6,-5.06,-4.06,8719,8719,4359,4359
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.LR-2217.lab.FN-00228-17.iso.1,UKMYC6,-8.059999999999999,-5.06,939,1793,189,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.24TB00-027.lab.2340.iso.1,UKMYC6,-5.06,-4.06,2422,938,7,1148
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.RLH_0327-14.lab.06MIL0389.iso.1,UKMYC5,-8.059999999999999,-4.06,201,287,576,576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0126.lab.TAN-385.iso.1,UKMYC5,-4.06,-3.06,298,532,1065,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0191.lab.2013221431.iso.1,UKMYC5,-8.059999999999999,-4.06,7685,7685,3842,3842
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.T8704.lab.IML00166.iso.1,UKMYC6,-8.059999999999999,-5.06,1219,1498,1498,232
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-1640.lab.LS-00103-19.iso.1,UKMYC6,-4.06,-3.06,9202,968,1461,71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,site.06.subj.D025518.lab.06MIL1356.iso.1,UKMYC6,-5.06,-4.06,1057,1057,762,1028
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0223.lab.2013221090.iso.1,UKMYC5,-8.059999999999999,-4.06,7441,7441,3720,3720
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0199.lab.CO-09059-18.iso.1,UKMYC6,-4.06,-3.06,2885,2885,2885,237
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.LS-0796.lab.MA-05371-18.iso.1,UKMYC6,-5.06,-4.06,321,2144,1312,1200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0449.lab.235076-14.iso.1,UKMYC5,-4.06,-3.06,10589,5294,5294,278
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_1533.lab.06MIL2812.iso.1,UKMYC6,-3.06,-2.0,7730,7730,700,89
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB1940.lab.21660.iso.1,UKMYC6,-8.059999999999999,-5.06,1316,435,380,560
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.3702.lab.3702.iso.1,UKMYC6,-5.06,-4.06,315,1265,1265,149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2263.lab.FN-00886-17.iso.1,UKMYC6,-8.059999999999999,-5.06,2356,762,1519,2190
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.00946.lab.717248.iso.1,UKMYC5,-8.059999999999999,-4.06,5301,5301,5301,208
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.01199.lab.720017.iso.1,UKMYC5,-8.059999999999999,-4.06,345,1384,1384,1384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,site.06.subj.06TB_0246.lab.06MIL0707.iso.1,UKMYC5,-8.059999999999999,-4.06,10256,2563,2563,1281
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.01242.lab.721385.iso.1,UKMYC5,-8.059999999999999,-4.06,6403,6403,6403,820
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PSRO-0912.lab.SRO-776.iso.1,UKMYC5,-3.06,-2.0,362,973,410,468
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,20,site.20.subj.SA00544564.lab.YA00135305.iso.1,UKMYC6,-5.06,-4.06,2372,1185,205,1155
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.QA00093694.lab.QA00093694.iso.1,UKMYC5,-8.059999999999999,-4.06,6752,6752,6752,312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,site.20.subj.SAM0001110.lab.YA00131622.iso.1,UKMYC6,-4.06,-3.06,4364,4364,799,568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,site.03.subj.GB-83740101.lab.83740101.iso.1,UKMYC6,-5.06,-4.06,779,1560,3122,21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00137046.lab.YA00137046.iso.1,UKMYC6,-5.06,-4.06,763,27,173,619
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.CA-0059.lab.CO-05604-18.iso.1,UKMYC6,-5.06,-4.06,142,835,302,1211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00459.lab.705028.iso.1,UKMYC5,-8.059999999999999,-4.06,6759,6759,6759,3379
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB42014.lab.1793.iso.1,UKMYC6,-5.06,-4.06,319,242,7,1148
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB2388.lab.25802.iso.1,UKMYC5,-3.06,-2.0,4383,4383,380,560
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB41007.lab.1805.iso.1,UKMYC5,-8.059999999999999,-4.06,3239,3239,498,998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1587.lab.CO-03882-19.iso.1,UKMYC6,-4.06,-3.06,5155,542,179,78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.4346.lab.4346.iso.1,UKMYC6,-5.06,-4.06,2033,2033,507,2034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.00691.lab.706699.iso.1,UKMYC5,-8.059999999999999,-4.06,6280,6280,6280,1824
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB31014.lab.1844.iso.1,UKMYC6,-4.06,-3.06,2246,140,268,537
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,site.08.subj.02TB0520.lab.18385.iso.1,UKMYC6,-5.06,-4.06,773,773,773,386
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0588.lab.241047-14.iso.1,UKMYC5,-3.06,-2.0,793,1587,1587,793
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00106001.lab.YA00106001.iso.1,UKMYC6,-4.06,-3.06,7868,7868,1647,568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.PTAN-0128.lab.TAN-389.iso.1,UKMYC5,-8.059999999999999,-4.06,4940,525,1051,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PSLM-0758.lab.SLM-011.iso.1,UKMYC5,-8.059999999999999,-4.06,1947,277,556,1182
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,site.20.subj.SA00693074.lab.YA00134649.iso.1,UKMYC6,-5.06,-4.06,2122,4246,57,832
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00100065.lab.YA00100065.iso.1,UKMYC6,-3.06,-2.0,2615,345,409,203
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.GB-83030096.lab.83030096.iso.1,UKMYC6,-5.06,-4.06,9000,135,44,611
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.01072.lab.719974.iso.1,UKMYC5,-8.059999999999999,-4.06,10446,208,196,316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00673.lab.713951.iso.1,UKMYC5,-8.059999999999999,-4.06,681,2150,591,4806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.01494.lab.721987.iso.1,UKMYC5,-8.059999999999999,-4.06,455,1824,911,106
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0502.lab.242281-14.iso.1,UKMYC5,-8.059999999999999,-4.06,9317,4658,4658,339
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.24TB-049.lab.2150.iso.1,UKMYC5,-8.059999999999999,-4.06,3374,3374,3374,70
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,site.06.subj.06TB_1093.lab.06MIL2213.iso.1,UKMYC6,-8.059999999999999,-5.06,4231,4231,2115,2115
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.T7617.lab.IML00129.iso.1,UKMYC6,-5.06,-4.06,4838,395,106,211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0625.lab.MOP-189.iso.1,UKMYC5,-8.059999999999999,-4.06,1846,3694,144,1163
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_0575.lab.06MIL1427.iso.1,UKMYC6,-8.059999999999999,-5.06,42,689,74,1214
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.1119.lab.2014185038.iso.1,UKMYC5,-8.059999999999999,-4.06,2044,4090,2044,2044
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.01113.lab.716459.iso.1,UKMYC5,-8.059999999999999,-4.06,9405,4702,4702,958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-1307.lab.LS-00833-19.iso.1,UKMYC6,-5.06,-4.06,312,625,625,861
